sentiment,text
-1,@legallyfiesty loli feel so shame
-1,graphics tablet stylus nowhere to be seen
1,@sunnydeefan3 nite to youdont stay up too late
-1,@stephenjerzak awww i didnt pass my speech
1,@infamousdolly oh yeah them too lol
1,ughtoo much workam sinigng to avoid itits working well
1,@graphiclucidity
1,@fallenangel42 sige let me know if youre decided
1,ahhh away with school 
1,@mralexparsons yeeaahhh
1,on breakcant wait to see my pookie
-1,missing my hubby right about now  httpyfrogcom67e40j
-1,@rachfacebby
1,is at work doing lots of paperwork
-1,@itzjrock  lol  sorry
1,goin to have a nap
1,@liviaishak hey what a coincidence im licking one
-1,@mimibadass oh god then that means im next
1,@afayclark which one are you kathy or kayla
-1,has nommed but can nom a whole lot more
-1,hole 18 claims another of my discs
-1,i cant believe mit is over
-1,@xmts  turkey turkey
-1,@arjenvr nope 
1,@daniecetracey good   do you like music
-1,what happened to the nuggets  
1,just woke up  good afternoon  httpplurkcompxcsnb
-1,httptinyurlcommlnm7j via @nprnews art creation up attendance down
-1,i have a fever and im already in bed
1,@drhiphop you love it
1,@snailified i love eating instant noodles
-1,awwww perth why you be raining for
-1,@cherms not even a smiley face
-1,@tombedford mms mines totally fucked
-1,home now twittering skype ym email office work
1,im going to work now  bye
1,check your direct messages @discolem0nade
-1,@delilah88 infront of my laptopjust as bored as you
1,hangin out with sian
1,@primaryposition hello gentleman  lol
1,is at opry mills
-1,is so cold
1,happy bday rob dog
1,@jacqueline47 morning sweetcheeks you cool
1,follow  @sammy713ht for follow friday
1,movie marathon with ely
-1,@lili214 what
-1,says im hungry no money  httpplurkcompxn2n3
-1,@botherer aww your ds
1,oh and @indiekidell rules too  ahaa
1,@heymissy that sucks hope youre able to finish soon
1,15 miles on the bike and a fun evening
1,laying in bed watching the sun come up
1,@liztwts3 seee you
-1,ah bridge to terabethia sucksss
1,southamericalovesmcfly dont get worried guys we love you
1,@captaincook yay glad im not the only one
-1,feeling very unattractive
1,@steph1985 heyy good morning
1,@naillithia @nanna bom dia
-1,@wxyznick i dont knoooooow
1,goodbye kisses are great
-1,last day of school
1,@maeveo  you make me feel happy
1,nuthn wrong wit bein un poco bago  @omar133
-1,new phone stickers i didnt get the crab though
1,@bigzflygerian yes yes of course
1,@graphicidentity thanks for including me in your followfriday
-1,whenever it rains its so hard to get motivated
-1,badnews to me my puppy died 
-1,sore throat
1,@adamwoodyatt have to say i preferred the previous one
-1,where oh where did the sun go
1,hey people text me 6613023671
-1,to early to be awake
1,@winnytj haaha agree w you
1,i actually love the jpcsvp style
-1,@jintrovert poor mite infested doggy
-1,i need a massage
1,spending the rest of the night with my girlies
-1,learning psychologie and philosophie for my school leaving examination
-1,@syellefan88 i know  monday will make a month
-1,awake at 700 am  fml
-1,@wtfjayr oh i know how budgeting is
1,@mybffmichelle im gonna vote for you next year
-1,celtics lost this sucks very unhappy
1,happy mothers day to the mothers of the world
1,i am in such a good mood
1,@chavistoaster whose birthday is it
1,@veronikakurz glad to hear you had a good night
-1,have to go to school now
-1,getting ready for worktooo early
1,@naticeolin ohso i hope u be finee soon
1,@kirstyhilton thanks a lot
1,@nolimitshost whats your msn
1,sitting on my ass
-1,@matmontgomery dude that sucks sorry
1,@filthysal zumba pleaseee
-1,is still over by 200 words
-1,@redassyellabone alrite then have a goodnight ma
1,@teemwilliams have fun
1,i think im gonna take a showerrr
-1,horrible day guess whos ill
1,@wplinks thanks for the rt
-1,no 30 yet
1,that is why i love short stories
1,time for bedchurch in the morninggg
1,@ebrown2112 you are quite welcome
-1,i love you nick  goodnight
1,they had carriage rides at jordans fun nite
-1,and i just realized that i forgot my camera
1,@dougiemcfly dont worrie doug youre better than tom
-1,id be there
1,thanks again to everyone who said happy birthday
-1,just saw the kentucky grilled chicken commercial i scary
1,@godfellowmia that was hella ill fareal 
-1,got in trouble at woqk
-1,back online but for how long
1,going out to eat   neenahhhbabe
-1,i have a lot of toons
1,only one exam left  loving the sunshine
-1,did i just make a programming language joke
1,cant wait for snows bbq this saturday  squarespace
1,@souljaboytellem when are u coming to australia 
-1,is feeln crappy  ima hit yall tweeps later
1,alcohol it brings the best out of people
1,baking cookies
1,hanging with @lacedwithvenom for the weekend
1,made kiev for dinner and am all garlicked out
-1,today id attempt to pack again
1,@glutengossip oh awesome thanks and happy birthday
1,@saisse poison the well on twitter @poisonthewell
1,fixing to head to church
-1,@emily0418 httptwitpiccom4hl5l  awwwwwwwwwwwwwwwwwwwwwwww
-1,has to go to work
1,@lastwanderer and im glad you agree with me general
1,off to see star trek again  fb
-1,@tomcramond get onto them
1,couldnt resist that one
-1,so i have colitis  haha   ugh
-1,@mrzzz i want someeeeeeee
1,@peterdowley  ive seen inkheart i liked it too
-1,my face hurts
-1,@whatakicker thanks and nope
1,good night twitter familyearly bird catches the worm
-1,man it sucks to be back at work
1,@temenosquetres well er good luck as it was
1,had a nap and a shower
1,bye tweeters gotta go home and rest
-1,packing packing packing have i mentioned i hate moving
-1,not feeling good at all
-1,i accidentally hit myself in the eye
-1,@jamielovely we will miss you
1,@cadillaczak will sort it out  the podcasting stuff
-1,just relized i dont have quotmeet the robinsonsquot
1,@adambuchanan101 @kwhitee @nialmckim i agree
1,@adindaxton nyeheheh p i know how it feels then
-1,@antharris88 hmmmm my daily twittascope hasnt worked
-1,ive just been called a heartbreaker
-1,being in thatdamn i di it again mood
1,mmm good
-1,@niftyknits that stinks
-1,that sounds like the past week in chile tavi
-1,they finally announced it  poor kids
1,shower
-1,is sick and tired of being sick and tired
1,senior sendoff was tight free food free wine
1,im here not like i ever left  thegreenteen
1,yay  my mom got me a scale
1,@maliajonas youre so cute  lol was it maths
1,@fabsoulmip good luck go get em
1,going to moms for a couple days
-1,unfollow brain fail
1,has just got up from long sleeeeep
-1,chillin at home with zachmissin my baby
-1,@cadistra ohhh  hugs tightly nighty night moocowlt3
-1,it sucks not having my phone
1,@silviaong ure using twitter fulltime now
-1,blehhh  wheres jasonn
-1,my brother is hitting me  hah
1,finally i can open twitter in my mobile hurrrraaayyyyyy
1,just wrote a brand spankin new song
-1,i wish i was at the lakers parade
1,@elei18 aaaahhh ou eh anu ung may fire fire
1,uncapped today
-1,feeling blue ive dissapointed my boyim really sorry
1,spock is my hero
-1,@simonjodet too bad for dollhouse
-1,my whole chest is itchy
1,its easy for me
-1,did not have a satisfying nap
1,@rawrrgasmic thanks this one it is then
1,is enjoying home grown chilli   httptwitpiccom6gehb
1,@keza34 who said what
-1,need sleep but im still buzzed and hyper
-1,httptwitpiccom7zb2g  i miss them loads
-1,hes gone  it was beautiful
-1,badass headache   ouch
-1,today was a bad dayy
1,should have been in bed forever ago goodnight
-1,blah why does life have to be so hard
1,@sing4megavin that is a great pic
-1,eatin at boca chica shoulda ordered the skirt steak
-1,@xxmcrladyxx i wish my pool was ready
1,photo thatï¿½s what you call hope  httptumblrcomxww1phh33
1,@oliverranch too bad they werent rockin robins
-1,please check out my site  httpimakebankoffcrateblogspotcom
-1,@karinaaaaaaaaaa im going to miss bgt  lols
1,bir geldim ki ayä±åä±ää± dolmuå odaya moonlight shadow
1,live long and prosper
1,is still up talking to regina on aim
-1,not feeling so good anymore after that ride
1,heading to melaca
1,@katsweat cool cant wait
1,@stephanieellen yeah me you owe me one
-1,my head hurts
-1,fixing to do some homework
1,i love researching especially physics weeeeeee
1,@snowpome youll get it
1,@alpalmer rogue is my fave   httpzaboutcomdmovies10s48xmen3pubdjpg
1,@kimsherrell wow kim youre like the twitter matchmaker
-1,i have a headache from work
1,@johnnygweir oh my rhumba  fighting
-1,@jcity2412 theres nothing to rub
1,@symphnysldr take a picture if you get one
1,it is time party party
1,@fannykoerts gefeliciteert
-1,@chickenstudios it didnt push it just sent an email
1,@elies hi im interested in one
-1,oww burnt my finger
1,wats up any1 wanna chat   httptinyurlcommo5q96
1,@nilakar some people hv all the luck
1,hello gotta go though
-1,omg learning again
-1,had to work yesterday didnt tweet
-1,fudgetoo many downs not enough ups
1,just finnished up making an account
-1,@tinkarooni oh shit  no backuppies somewhere
-1,its too cold and gray for a summer day
1,think i might go sit in the garden
1,not feeling well not gonna show it
-1,@hurricanehelmsme too
1,@thattallchick25 i love cleaning haha
-1,relaxingdamn got work tonight
-1,a dgk lost tpday
-1,cant get these last lines out
-1,i wish i could go to birthday bash
1,cleaning
-1,@princessbutterc really sorry to hear that a real tragedy
1,@xspoon set your watches and  start waiting
1,faith that lappy will be back   httptweetsg
-1,goodbye louisville i will miss you and your 3g
1,@natali333 just as good if not better
-1,i want my iphone now
1,congrats courtney  im happy 4 you
-1,photo serialkiller i miss you kurt  httptumblrcomxws1xuxr4
1,will be back on @mfmbreakfast 2moro 69am ciao tweeps
1,is so happy he doesnt have psychology
-1,brewers are leading  braves
1,@mikeon425 i agree i almost threw up
-1,cough wont go away damn you swine flu
-1,and now the bbs doesnt have my weave
-1,@gailmoscoso oo noo thats not good
-1,@klbdmb oh god thats awful  you guys ok
-1,missing my husband to be
1,just added tweetie to my new iphone
1,fooooooooooooooooooooooooood time
1,@questionmarked it should be up on itunes soon
1,@tooonico me too haha
1,@justoncha how bout no
-1,@t08yg oh no sounds like a nightmare
-1,@julietlandau  ugh  sounds rough  good luck
1,@veronicafitzhug thanks for following
-1,i totally miss my mohawk  httptinyurlcomlgd5uv
-1,in a sad mood all of a sudden httpbitly3xm28
1,just got done swiming
1,more photos editing today
1,@camirib frigging loved that movie
1,yeh i dnt like twitter
-1,almost lost my voice  ltshanagt
-1,is off to work
-1,drove myself to work this morning
1,@funkyolfart ach ooit wil jij ï¿½ï¿½k
1,@citystarr have a safe flight
1,nice day
1,@angelial lmfao oh oh it really does
-1,need to get test coverage up been slacking
-1,its already 1140
-1,@paulrus you do not understand at all
1,whoop glad at the winner
-1,is tired from practiceee
-1,got bitten by fireants
1,watching ashlee amp lily play the new sims
-1,not my day
-1,offshore tomorrow  this was a great weekend
1,@maurae i guess we should wait for the others
-1,@fitmusician how about getting rid of sciatica
1,good lunch
1,watching the doctors   so glad schools over
-1,ergh its gunna rain this weekend not gooood
-1,barely slept  laying down till michael wakes up
1,xd go day
-1,no dad wes sad  httpyfrogcom5i2t8j
-1,headache medicine
-1,@glenanderson71 i did worse last night  booooo
-1,modern technology really doesnt seem to like me
-1,im waching tvhearing some songsfell boring
1,@rainbowlooove miss yu
-1,it is chilly outside
-1,driving back to oshkosh i hate milwaukee traffic
-1,i liked zicam
1,@shaevvv approve the req i sent it
1,httpbitlyg8er7   vote @tommcfly
1,awww how sweet
-1,finding wahat to do
-1,@sandritaa26 yayyy i miss you already
1,@bradwilson ohice road truckers is awesome btw
-1,sleep hates my lifeim convinced
-1,going to wichita from 622 to 72 for work
1,he is so our marvleous light  â« httpblipfm7p6j6
1,@wyattmancillas you can do it  hugz
-1,im so feckin tired
-1,its 730 why can i not sleep
-1,@stompalina i hope its not really broken
1,@wishingtree sounds like a plan
1,@parasite hahahaha epic great minds
1,welcome to hottieann3370
-1,cleaning my room
-1,is hunggry
1,beyond rwa nationals  october romance writing conferences httpbitlykkige
-1,is not in a good mood 
1,@thomasgraham  good news
-1,rethinking an act of kindness  hmmmp
-1,keeps coughing my throat is killing me
-1,so bored without the leafs playinggg
1,@whyvn nice
-1,back from tenniss studying for exams now
-1,nm i won second
